Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
PROV54;Sha-Wongpt;;;;;;;;;;;;;x
PROV55;Wrousonto;;;;;;;;;;;;;x
PROV56;Ngumvouswun;;;;;;;;;;;;;x
PROV57;Pishukuwan;;;;;;;;;;;;;x
PROV58;Tha;;;;;;;;;;;;;x
PROV59;Fuwofous;;;;;;;;;;;;;x
PROV60;Pruubungpt;;;;;;;;;;;;;x
PROV61;Niro;;;;;;;;;;;;;x
PROV62;Gi-Drukgpt;;;;;;;;;;;;;x
PROV63;Prumnouswun;;;;;;;;;;;;;x
PROV64;Pundundtwun;;;;;;;;;;;;;x
PROV65;Doud;;;;;;;;;;;;;x
PROV66;Kukuumn;;;;;;;;;;;;;x
PROV67;Shodmau;;;;;;;;;;;;;x
PROV68;Zhâzpt;;;;;;;;;;;;;x
PROV69;Bobumoum;;;;;;;;;;;;;x
PROV70;Misonti;;;;;;;;;;;;;x
PROV71;Kupi;;;;;;;;;;;;;x
PROV72;Jun;;;;;;;;;;;;;x
PROV73;N¼ozht;;;;;;;;;;;;;x
PROV74;Kaua;;;;;;;;;;;;;x
PROV75;Naun;;;;;;;;;;;;;x
PROV76;Ma¼ma;;;;;;;;;;;;;x
PROV77;Piik;;;;;;;;;;;;;x
PROV78;Muzhfuzh;;;;;;;;;;;;;x
PROV79;Faamn;;;;;;;;;;;;;x
PROV80;Treuguu;;;;;;;;;;;;;x
PROV81;Mruuwub;;;;;;;;;;;;;x
PROV82;Tykomt;;;;;;;;;;;;;x
PROV83;Vuso;;;;;;;;;;;;;x
PROV84;Aaruumra;;;;;;;;;;;;;x
PROV85;Tykuug;;;;;;;;;;;;;x
PROV86;Tykeub¾yk;;;;;;;;;;;;;x
PROV87;Tuteu;;;;;;;;;;;;;x
PROV88;Wor¾ykreu;;;;;;;;;;;;;x
PROV89;Azaaw;;;;;;;;;;;;;x
PROV90;Zaat;;;;;;;;;;;;;x
PROV91;Ykufun;;;;;;;;;;;;;x
PROV92;Vuyawo;;;;;;;;;;;;;x
PROV93;Vove;;;;;;;;;;;;;x
PROV94;Wiwuchy;;;;;;;;;;;;;x
PROV95;Achyimut;;;;;;;;;;;;;x
PROV96;Fithaoog;;;;;;;;;;;;;x
PROV97;Sibofuth;;;;;;;;;;;;;x
PROV98;Tumiva;;;;;;;;;;;;;x
PROV99;Vofo;;;;;;;;;;;;;x
PROV100;Tuwuo;;;;;;;;;;;;;x
PROV101;Chyot;;;;;;;;;;;;;x
PROV102;Fubijouwun;;;;;;;;;;;;;x
PROV103;Proumoum;;;;;;;;;;;;;x
PROV104;Wuvo;;;;;;;;;;;;;x
PROV105;Thom;;;;;;;;;;;;;x
PROV106;Woruuba;;;;;;;;;;;;;x
PROV107;Tangaaykam;;;;;;;;;;;;;x
PROV108;Aaykam;;;;;;;;;;;;;x
PROV109;Yk¾zaa;;;;;;;;;;;;;x
PROV110;Tangayk;;;;;;;;;;;;;x
PROV111;Mramraa;;;;;;;;;;;;;x
PROV112;Mreuvayk;;;;;;;;;;;;;x
PROV113;Nguuykzo;;;;;;;;;;;;;x
PROV114;Zaammeuyk;;;;;;;;;;;;;x
PROV115;Ykruyk¾w;;;;;;;;;;;;;x
PROV116;Ykuuhwu;;;;;;;;;;;;;x
PROV117;Zoveubu;;;;;;;;;;;;;x
PROV118;Tommuubuu;;;;;;;;;;;;;x
PROV119;Zruyk;;;;;;;;;;;;;x
PROV120;Aaykeum;;;;;;;;;;;;;x
PROV121;Ykuykaa;;;;;;;;;;;;;x
PROV122;Yeg;;;;;;;;;;;;;x
PROV123;Fathe;;;;;;;;;;;;;x
PROV124;Ykrom;;;;;;;;;;;;;x
PROV125;Tumtaa;;;;;;;;;;;;;x
PROV126;Zruungt;;;;;;;;;;;;;x
PROV127;Tykaaw;;;;;;;;;;;;;x
PROV128;Zaykumn;;;;;;;;;;;;;x
PROV129;Ykont;;;;;;;;;;;;;x
PROV130;Traawaa;;;;;;;;;;;;;x
PROV131;Ykunt;;;;;;;;;;;;;x
PROV132;Chyichy;;;;;;;;;;;;;x
PROV133;Befo;;;;;;;;;;;;;x
PROV134;Wuykzosweu;;;;;;;;;;;;;x
PROV135;Zreuf¾f;;;;;;;;;;;;;x
PROV136;Zomtuuykeu;;;;;;;;;;;;;x
PROV137;Ykuufrongu;;;;;;;;;;;;;x
PROV138;Ykraayk;;;;;;;;;;;;;x
PROV139;Veuzu;;;;;;;;;;;;;x
PROV140;Zr¾swuf;;;;;;;;;;;;;x
PROV141;Ykumo;;;;;;;;;;;;;x
PROV142;Ykeuyk;;;;;;;;;;;;;x
PROV143;Truunt;;;;;;;;;;;;;x
PROV144;Vuthoo;;;;;;;;;;;;;x
PROV145;Gasog;;;;;;;;;;;;;x
PROV146;Vohu;;;;;;;;;;;;;x
PROV147;Trow¾;;;;;;;;;;;;;x
PROV148;Zrov;;;;;;;;;;;;;x
PROV149;Teuykeuyk;;;;;;;;;;;;;x
PROV150;Ykaab;;;;;;;;;;;;;x
PROV151;Tykaamu;;;;;;;;;;;;;x
PROV152;Ykruut;;;;;;;;;;;;;x
PROV153;Ykeub;;;;;;;;;;;;;x
PROV154;Gimi;;;;;;;;;;;;;x
PROV155;Homu;;;;;;;;;;;;;x
PROV156;Pourswoum;;;;;;;;;;;;;x
PROV157;Bochyusu;;;;;;;;;;;;;x
PROV158;Thogiwe;;;;;;;;;;;;;x
PROV159;Vooroo;;;;;;;;;;;;;x
PROV160;Chyuthom;;;;;;;;;;;;;x
PROV161;Tovu;;;;;;;;;;;;;x
PROV162;Higu;;;;;;;;;;;;;x
PROV163;Borooth;;;;;;;;;;;;;x
PROV164;Guthoo;;;;;;;;;;;;;x
PROV165;Chyuso;;;;;;;;;;;;;x
PROV166;Rum;;;;;;;;;;;;;x
PROV167;Bom;;;;;;;;;;;;;x
PROV168;Tosuchyuth;;;;;;;;;;;;;x
PROV169;Vachy;;;;;;;;;;;;;x
PROV170;Yuchyag;;;;;;;;;;;;;x
PROV171;Thoosesu;;;;;;;;;;;;;x
PROV172;Heg;;;;;;;;;;;;;x
PROV173;Wath;;;;;;;;;;;;;x
PROV174;Tuv;;;;;;;;;;;;;x
PROV175;Isig;;;;;;;;;;;;;x
PROV176;Thub;;;;;;;;;;;;;x
PROV177;Isewo;;;;;;;;;;;;;x
PROV178;Sebet;;;;;;;;;;;;;x
PROV179;Tuvoochy;;;;;;;;;;;;;x
PROV180;Guchyooweth;;;;;;;;;;;;;x
PROV181;Guse;;;;;;;;;;;;;x
PROV182;Yoom;;;;;;;;;;;;;x
PROV183;Drit;;;;;;;;;;;;;x
PROV184;Evat;;;;;;;;;;;;;x
PROV185;Vuvechy;;;;;;;;;;;;;x
PROV186;Hooruth;;;;;;;;;;;;;x
PROV187;Ghech;;;;;;;;;;;;;x
PROV188;Vog;;;;;;;;;;;;;x
PROV189;Nuky;;;;;;;;;;;;;x
PROV190;Ma~chri;;;;;;;;;;;;;x
PROV191;Rib;;;;;;;;;;;;;x
PROV192;Qipt;;;;;;;;;;;;;x
PROV193;Dh¼dmabâ;;;;;;;;;;;;;x
PROV194;Zân;;;;;;;;;;;;;x
PROV195;Nimii;;;;;;;;;;;;;x
PROV196;F¼shdzâb;;;;;;;;;;;;;x
PROV197;Koshu;;;;;;;;;;;;;x
PROV198;Fuumimowush;;;;;;;;;;;;;x
PROV199;Pruundizii;;;;;;;;;;;;;x
PROV200;Jâna;;;;;;;;;;;;;x
PROV201;Bazd;;;;;;;;;;;;;x
PROV202;Gauzhkt;;;;;;;;;;;;;x
PROV203;Hwoun;;;;;;;;;;;;;x
PROV204;Bauchâ;;;;;;;;;;;;;x
PROV205;Vabhin;;;;;;;;;;;;;x
PROV206;Kobâ;;;;;;;;;;;;;x
PROV207;Wiwzhut;;;;;;;;;;;;;x
PROV208;Fiizt;;;;;;;;;;;;;x
PROV209;Nah¼g;;;;;;;;;;;;;x
PROV210;Mauchi;;;;;;;;;;;;;x
PROV211;Guwouf;;;;;;;;;;;;;x
PROV212;Gânii;;;;;;;;;;;;;x
PROV213;M¼zhkt;;;;;;;;;;;;;x
PROV214;Pazizhpt;;;;;;;;;;;;;x
PROV215;Dan;;;;;;;;;;;;;x
PROV216;Toom;;;;;;;;;;;;;x
PROV217;Trata;;;;;;;;;;;;;x
PROV218;Rabaat;;;;;;;;;;;;;x
PROV219;Tobuchy;;;;;;;;;;;;;x
PROV220;Kyôr;;;;;;;;;;;;;x
PROV221;Sesi;;;;;;;;;;;;;x
PROV222;Qir;;;;;;;;;;;;;x
PROV223;K¼h¼;;;;;;;;;;;;;x
PROV224;Reema~;;;;;;;;;;;;;x
PROV225;Cheydne;;;;;;;;;;;;;x
PROV226;Gaba;;;;;;;;;;;;;x
PROV227;F¼dd¼o;;;;;;;;;;;;;x
PROV228;Viizhozha;;;;;;;;;;;;;x
PROV229;Jauzt;;;;;;;;;;;;;x
PROV230;Godhii;;;;;;;;;;;;;x
PROV231;M¼zta;;;;;;;;;;;;;x
PROV232;Zhiizh;;;;;;;;;;;;;x
PROV233;Shâfiik;;;;;;;;;;;;;x
PROV234;Maug;;;;;;;;;;;;;x
PROV235;Zâdt;;;;;;;;;;;;;x
PROV236;Châdii;;;;;;;;;;;;;x
PROV237;Vafshak;;;;;;;;;;;;;x
PROV238;Pobh¼;;;;;;;;;;;;;x
PROV239;Jaub;;;;;;;;;;;;;x
PROV240;Nozh¼;;;;;;;;;;;;;x
PROV241;Zh¼zodzhu;;;;;;;;;;;;;x
PROV242;Gupo;;;;;;;;;;;;;x
PROV243;Faudzzhâzh;;;;;;;;;;;;;x
PROV244;Buk;;;;;;;;;;;;;x
PROV245;D¼k;;;;;;;;;;;;;x
PROV246;Pyighüg;;;;;;;;;;;;;x
PROV247;B¾p¾sh;;;;;;;;;;;;;x
PROV248;Zhinit;;;;;;;;;;;;;x
PROV249;Nüwto;;;;;;;;;;;;;x
PROV250;Shog¾b;;;;;;;;;;;;;x
PROV251;Châkd;;;;;;;;;;;;;x
PROV252;Fiifâ;;;;;;;;;;;;;x
PROV253;Nozhn¼;;;;;;;;;;;;;x
PROV254;Shan;;;;;;;;;;;;;x
PROV255;Dhaug;;;;;;;;;;;;;x
PROV256;Zh¼f;;;;;;;;;;;;;x
PROV257;Fiztu;;;;;;;;;;;;;x
PROV258;V¼zht;;;;;;;;;;;;;x
PROV259;Majaud;;;;;;;;;;;;;x
PROV260;Pifsh¼p;;;;;;;;;;;;;x
PROV261;Kâzd;;;;;;;;;;;;;x
PROV262;Ch¼momnii;;;;;;;;;;;;;x
PROV263;Bidâ;;;;;;;;;;;;;x
PROV264;Daumiimât;;;;;;;;;;;;;x
PROV265;Diizhkt;;;;;;;;;;;;;x
PROV266;Mozzii;;;;;;;;;;;;;x
PROV267;Dadu;;;;;;;;;;;;;x
PROV268;Güzh;;;;;;;;;;;;;x
PROV269;Fâdt;;;;;;;;;;;;;x
PROV270;Ph¾nto;;;;;;;;;;;;;x
PROV271;Dutüzh;;;;;;;;;;;;;x
PROV272;Dodbi;;;;;;;;;;;;;x
PROV273;Ntishat;;;;;;;;;;;;;x
PROV274;Jonu;;;;;;;;;;;;;x
PROV275;Ut;;;;;;;;;;;;;x
PROV276;Vag;;;;;;;;;;;;;x
PROV277;V¼zza;;;;;;;;;;;;;x
PROV278;Gâha;;;;;;;;;;;;;x
PROV279;Pish;;;;;;;;;;;;;x
PROV280;Vadt;;;;;;;;;;;;;x
PROV281;Jozi;;;;;;;;;;;;;x
PROV282;G¼f;;;;;;;;;;;;;x
PROV283;Pwünta;;;;;;;;;;;;;x
PROV284;Dishi;;;;;;;;;;;;;x
PROV285;Nt¾bdi;;;;;;;;;;;;;x
PROV286;Anyuntog;;;;;;;;;;;;;x
PROV287;Yür;;;;;;;;;;;;;x
PROV288;Ugh;;;;;;;;;;;;;x
PROV289;Dyopi;;;;;;;;;;;;;x
PROV290;Dapayb¾;;;;;;;;;;;;;x
PROV291;Vush;;;;;;;;;;;;;x
PROV292;Sh¾g;;;;;;;;;;;;;x
PROV293;Napa;;;;;;;;;;;;;x
PROV294;Dütü;;;;;;;;;;;;;x
PROV295;Nushüt;;;;;;;;;;;;;x
PROV296;Jow¾ph;;;;;;;;;;;;;x
PROV297;üyi;;;;;;;;;;;;;x
PROV298;Shot;;;;;;;;;;;;;x
PROV299;Twid;;;;;;;;;;;;;x
PROV300;Byavi;;;;;;;;;;;;;x
PROV301;T¾tdov;;;;;;;;;;;;;x
PROV302;Düpa;;;;;;;;;;;;;x
PROV303;Twünazh;;;;;;;;;;;;;x
PROV304;Shiwd¾v;;;;;;;;;;;;;x
PROV305;Vü'unw¾;;;;;;;;;;;;;x
PROV306;Jog¾d;;;;;;;;;;;;;x
PROV307;Gid;;;;;;;;;;;;;x
PROV308;R¾bo;;;;;;;;;;;;;x
PROV309;Potdapob;;;;;;;;;;;;;x
PROV310;Riba;;;;;;;;;;;;;x
PROV311;Ir¾;;;;;;;;;;;;;x
PROV312;Shinja;;;;;;;;;;;;;x
PROV313;T¾r;;;;;;;;;;;;;x
PROV314;Büph¾gi;;;;;;;;;;;;;x
PROV315;Puzhtanyüph;;;;;;;;;;;;;x
PROV316;Zhunti;;;;;;;;;;;;;x
PROV317;Vazhkt;;;;;;;;;;;;;x
PROV318;Adbi;;;;;;;;;;;;;x
PROV319;Bâzhzda;;;;;;;;;;;;;x
PROV320;Dyonj¾b;;;;;;;;;;;;;x
PROV321;B¾d;;;;;;;;;;;;;x
PROV322;Châzd;;;;;;;;;;;;;x
PROV323;Bagh;;;;;;;;;;;;;x
PROV324;Nozkhzt;;;;;;;;;;;;;x
PROV325;Gaub;;;;;;;;;;;;;x
PROV326;Zuma;;;;;;;;;;;;;x
PROV327;Z¼fk;;;;;;;;;;;;;x
PROV328;Pâm;;;;;;;;;;;;;x
PROV329;Üd;;;;;;;;;;;;;x
PROV330;Pyagh;;;;;;;;;;;;;x
PROV331;Paujie;;;;;;;;;;;;;x
PROV332;Tieke;;;;;;;;;;;;;x
PROV333;Yaswau;;;;;;;;;;;;;x
PROV334;Siekakhz;;;;;;;;;;;;;x
PROV335;Samou;;;;;;;;;;;;;x
PROV336;Mouwhous;;;;;;;;;;;;;x
PROV337;Emau;;;;;;;;;;;;;x
PROV338;Yaumiem;;;;;;;;;;;;;x
PROV339;Mamousz;;;;;;;;;;;;;x
PROV340;Mojau;;;;;;;;;;;;;x
PROV341;Soujep;;;;;;;;;;;;;x
PROV342;Bog;;;;;;;;;;;;;x
PROV343;Pouzzom;;;;;;;;;;;;;x
PROV344;Tiezom;;;;;;;;;;;;;x
PROV345;Mojem;;;;;;;;;;;;;x
PROV346;Tauswopz;;;;;;;;;;;;;x
PROV347;Zakaugau;;;;;;;;;;;;;x
PROV348;Yemie;;;;;;;;;;;;;x
PROV349;Gagauzzie;;;;;;;;;;;;;x
PROV350;Taukoukokhh;;;;;;;;;;;;;x
PROV351;Taumakhhz;;;;;;;;;;;;;x
PROV352;Yos;;;;;;;;;;;;;x
PROV353;Tauswa;;;;;;;;;;;;;x
PROV354;Mogie;;;;;;;;;;;;;x
PROV355;Gawhoume;;;;;;;;;;;;;x
PROV356;Zauge;;;;;;;;;;;;;x
PROV357;Tao;;;;;;;;;;;;;x
PROV358;Sauswauy;;;;;;;;;;;;;x
PROV359;Mekag;;;;;;;;;;;;;x
PROV360;Miekie;;;;;;;;;;;;;x
PROV361;Youndz;;;;;;;;;;;;;x
PROV362;Mauzzam;;;;;;;;;;;;;x
PROV363;Mokesz;;;;;;;;;;;;;x
PROV364;Michyob;;;;;;;;;;;;;x
PROV365;Akas;;;;;;;;;;;;;x
PROV366;Maumondz;;;;;;;;;;;;;x
PROV367;Teswauswa;;;;;;;;;;;;;x
PROV368;Paukap;;;;;;;;;;;;;x
PROV369;Ieswa;;;;;;;;;;;;;x
PROV370;Tim;;;;;;;;;;;;;x
PROV371;Thihu;;;;;;;;;;;;;x
PROV372;Tuvumo;;;;;;;;;;;;;x
PROV373;Vusu;;;;;;;;;;;;;x
PROV374;Isoobo;;;;;;;;;;;;;x
PROV375;Thusoothi;;;;;;;;;;;;;x
PROV376;Husut;;;;;;;;;;;;;x
PROV377;Fom;;;;;;;;;;;;;x
PROV378;Moseth;;;;;;;;;;;;;x
PROV379;Fuvoo;;;;;;;;;;;;;x
PROV380;Hoth;;;;;;;;;;;;;x
PROV381;Vesi;;;;;;;;;;;;;x
PROV382;Chyuve;;;;;;;;;;;;;x
PROV383;Tufasu;;;;;;;;;;;;;x
PROV384;Yeho;;;;;;;;;;;;;x
PROV385;Ovu;;;;;;;;;;;;;x
PROV386;Voowot;;;;;;;;;;;;;x
PROV387;Som;;;;;;;;;;;;;x
PROV388;Vauf;;;;;;;;;;;;;x
PROV389;Chopt;;;;;;;;;;;;;x
PROV390;Shaub;;;;;;;;;;;;;x
PROV391;Dâg;;;;;;;;;;;;;x
PROV392;Jadzho;;;;;;;;;;;;;x
PROV393;Dhaunâ;;;;;;;;;;;;;x
PROV394;Mapt;;;;;;;;;;;;;x
PROV395;Muv;;;;;;;;;;;;;x
PROV396;Vivâk;;;;;;;;;;;;;x
PROV397;Spohni;;;;;;;;;;;;;x
PROV398;Chyogum;;;;;;;;;;;;;x
PROV399;Vebog;;;;;;;;;;;;;x
PROV400;Rut;;;;;;;;;;;;;x
PROV401;Femooru;;;;;;;;;;;;;x
PROV402;Oboovu;;;;;;;;;;;;;x
PROV403;Gevoo;;;;;;;;;;;;;x
PROV404;Soga;;;;;;;;;;;;;x
PROV405;Gigig;;;;;;;;;;;;;x
PROV406;Dhedùhd;;;;;;;;;;;;;x
PROV407;Tihe;;;;;;;;;;;;;x
PROV408;Odi;;;;;;;;;;;;;x
PROV409;Thuhehd;;;;;;;;;;;;;x
PROV410;Dhudi;;;;;;;;;;;;;x
PROV411;Oghu;;;;;;;;;;;;;x
PROV412;Spùmi;;;;;;;;;;;;;x
PROV413;Pehnihnì;;;;;;;;;;;;;x
PROV414;Tehehd;;;;;;;;;;;;;x
PROV415;Spùthet;;;;;;;;;;;;;x
PROV416;Dhùhmetheh;;;;;;;;;;;;;x
PROV417;Yiewha;;;;;;;;;;;;;x
PROV418;Mewho;;;;;;;;;;;;;x
PROV419;Pakakou;;;;;;;;;;;;;x
PROV420;Pakousz;;;;;;;;;;;;;x
PROV421;Pauswap;;;;;;;;;;;;;x
PROV422;Mauzzokhh;;;;;;;;;;;;;x
PROV423;Mieswiet;;;;;;;;;;;;;x
PROV424;Taswesz;;;;;;;;;;;;;x
PROV425;Moukiekhhz;;;;;;;;;;;;;x
PROV426;Mauie;;;;;;;;;;;;;x
PROV427;Maumausz;;;;;;;;;;;;;x
PROV428;Giemiejie;;;;;;;;;;;;;x
PROV429;Maugasz;;;;;;;;;;;;;x
PROV430;Pouga;;;;;;;;;;;;;x
PROV431;Yaukat;;;;;;;;;;;;;x
PROV432;Tauje;;;;;;;;;;;;;x
PROV433;Samau;;;;;;;;;;;;;x
PROV434;Sauko;;;;;;;;;;;;;x
PROV435;Memaus;;;;;;;;;;;;;x
PROV436;Mozzasz;;;;;;;;;;;;;x
PROV437;Egaum;;;;;;;;;;;;;x
PROV438;Majoume;;;;;;;;;;;;;x
PROV439;Aka;;;;;;;;;;;;;x
PROV440;Youswaka;;;;;;;;;;;;;x
PROV441;Mouswendz;;;;;;;;;;;;;x
PROV442;Tamiewhou;;;;;;;;;;;;;x
PROV443;Yajou;;;;;;;;;;;;;x
PROV444;Gauy;;;;;;;;;;;;;x
PROV445;Okieg;;;;;;;;;;;;;x
PROV446;Saujowhau;;;;;;;;;;;;;x
PROV447;Miejie;;;;;;;;;;;;;x
PROV448;Yegou;;;;;;;;;;;;;x
PROV449;Maumie;;;;;;;;;;;;;x
PROV450;Tegou;;;;;;;;;;;;;x
PROV451;Maus;;;;;;;;;;;;;x
PROV452;Ziewho;;;;;;;;;;;;;x
PROV453;Pougauzzoundz;;;;;;;;;;;;;x
PROV454;Maukouwha;;;;;;;;;;;;;x
PROV455;Sous;;;;;;;;;;;;;x
PROV456;Zaukhh;;;;;;;;;;;;;x
PROV457;Giekepz;;;;;;;;;;;;;x
PROV458;Yamiesz;;;;;;;;;;;;;x
PROV459;Miewhau;;;;;;;;;;;;;x
PROV460;Goswoumiesz;;;;;;;;;;;;;x
PROV461;Mejesz;;;;;;;;;;;;;x
PROV462;Maugou;;;;;;;;;;;;;x
PROV463;Gouie;;;;;;;;;;;;;x
PROV464;Agouzzot;;;;;;;;;;;;;x
PROV465;Tiejou;;;;;;;;;;;;;x
PROV466;Yakau;;;;;;;;;;;;;x
PROV467;Tuikue;;;;;;;;;;;;;x
PROV468;Tekagau;;;;;;;;;;;;;x
PROV469;Goukaupz;;;;;;;;;;;;;x
PROV470;Mougauzzapz;;;;;;;;;;;;;x
PROV471;Tawhakhhz;;;;;;;;;;;;;x
PROV472;Tuoyi;;;;;;;;;;;;;x
PROV473;Okueb;;;;;;;;;;;;;x
PROV474;Tarub;;;;;;;;;;;;;x
PROV475;Yauzzandz;;;;;;;;;;;;;x
PROV476;Pezzau;;;;;;;;;;;;;x
PROV477;Goukhh;;;;;;;;;;;;;x
PROV478;Dimichyhi;;;;;;;;;;;;;x
PROV479;Youm;;;;;;;;;;;;;x
PROV480;Souzzo;;;;;;;;;;;;;x
PROV481;Paugo;;;;;;;;;;;;;x
PROV482;Hueu;;;;;;;;;;;;;x
PROV483;Aue;;;;;;;;;;;;;x
PROV484;Mieswe;;;;;;;;;;;;;x
PROV485;Mazzasz;;;;;;;;;;;;;x
PROV486;Duobam;;;;;;;;;;;;;x
PROV487;Oauzd;;;;;;;;;;;;;x
PROV488;Fiizhpt;;;;;;;;;;;;;x
PROV489;Dapt;;;;;;;;;;;;;x
PROV490;Chush;;;;;;;;;;;;;x
PROV491;Dhikftaut;;;;;;;;;;;;;x
PROV492;Vofaumiik;;;;;;;;;;;;;x
PROV493;Miizâ;;;;;;;;;;;;;x
PROV494;J¼bi;;;;;;;;;;;;;x
PROV495;Vikd;;;;;;;;;;;;;x
PROV496;Gaufii;;;;;;;;;;;;;x
PROV497;Azzidii;;;;;;;;;;;;;x
PROV498;Nozh;;;;;;;;;;;;;x
PROV499;Paupii;;;;;;;;;;;;;x
PROV500;M¼fa;;;;;;;;;;;;;x
PROV501;Dhov;;;;;;;;;;;;;x
PROV502;Nop;;;;;;;;;;;;;x
PROV503;Zhiiziin;;;;;;;;;;;;;x
PROV504;Dhâb;;;;;;;;;;;;;x
PROV505;Shovii;;;;;;;;;;;;;x
PROV506;Chamnak;;;;;;;;;;;;;x
PROV507;Dobâ;;;;;;;;;;;;;x
PROV508;Zakd;;;;;;;;;;;;;x
PROV509;Kidau;;;;;;;;;;;;;x
PROV510;Diidt;;;;;;;;;;;;;x
PROV511;Zhufshm¼;;;;;;;;;;;;;x
PROV512;Duhâk;;;;;;;;;;;;;x
PROV513;Kodii;;;;;;;;;;;;;x
PROV514;Gizh¼k;;;;;;;;;;;;;x
PROV515;Kashfta;;;;;;;;;;;;;x
PROV516;Miish;;;;;;;;;;;;;x
PROV517;Pauk;;;;;;;;;;;;;x
PROV518;Jug;;;;;;;;;;;;;x
PROV519;Gaufk;;;;;;;;;;;;;x
PROV520;Vab¼zt;;;;;;;;;;;;;x
PROV521;Zhâftâzht;;;;;;;;;;;;;x
PROV522;N¼zht;;;;;;;;;;;;;x
PROV523;Mâchâv;;;;;;;;;;;;;x
PROV524;Kâjit;;;;;;;;;;;;;x
PROV525;Piidho;;;;;;;;;;;;;x
PROV526;Sh¼z;;;;;;;;;;;;;x
PROV527;Nizh;;;;;;;;;;;;;x
PROV528;Pihâp;;;;;;;;;;;;;x
PROV529;Viidzzhiibhii;;;;;;;;;;;;;x
PROV530;Zhaztiishftaum;;;;;;;;;;;;;x
PROV531;Pamnâ;;;;;;;;;;;;;x
PROV532;F¼dt;;;;;;;;;;;;;x
PROV533;Pâshdzii;;;;;;;;;;;;;x
PROV534;Bâzofk;;;;;;;;;;;;;x
PROV535;Dâfshi;;;;;;;;;;;;;x
PROV536;Paud;;;;;;;;;;;;;x
PROV537;Fafta;;;;;;;;;;;;;x
PROV538;Shaumii;;;;;;;;;;;;;x
PROV539;Jaf¼bazd;;;;;;;;;;;;;x
PROV540;Shiizu;;;;;;;;;;;;;x
PROV541;Vakftog;;;;;;;;;;;;;x
PROV542;Kumâ;;;;;;;;;;;;;x
PROV543;Bafti;;;;;;;;;;;;;x
PROV544;Sh¼b;;;;;;;;;;;;;x
PROV545;Bâchii;;;;;;;;;;;;;x
PROV546;Shodhii;;;;;;;;;;;;;x
PROV547;Z¼f;;;;;;;;;;;;;x
PROV548;Isha;;;;;;;;;;;;;x
PROV549;Jiim;;;;;;;;;;;;;x
PROV550;Zhiâ;;;;;;;;;;;;;x
PROV551;Nâzht;;;;;;;;;;;;;x
